Marka,Model,Motor Hacmi,Güç,Yıl,Kilometre,Yakıt Tipi,Vites Türü,Garanti Durumu,Fiyat
Renault, Megane,Sedan Joy 1.5 Blue Dci 115 Bg Edc,2021,44190, Dizel, Tiptronic, Garantisiz,1125000
Renault, Megane,Sedan Joy 1.5 Blue Dci 115 Bg Edc,2021,80715, Dizel, Tiptronic, Garantisiz,1050000
Renault, Megane,Sedan Joy 1.3 Tce 140 Bg Edc,2021,88341, Benzin, Tiptronic, Garantisiz,979900
Renault, Clio,Touch 1.0 Tce X-tronic 90 Bg,2021,67963, Benzin, Otomatik, Garantisiz,899750
Renault, Clio,Joy 1.0 Sce 65 Bg,2021,75924, Benzin, Manuel, 3 Ay DOD Garantili,699750
Renault, Clio,Joy 1.0 Sce 65 Bg,2021,78713, Benzin, Manuel, Garantisiz,687500
Renault, Clio,Joy 1.0 Sce 65 Bg,2021,81251, Benzin, Manuel, DS Garantisi,679000
Porsche, Panamera,Executive,2021,10393, Benzin, Tiptronic, Garantisiz,13850000
Porsche, Taycan,4s,2021,29970,Bilinmiyor, Otomatik, Garantisiz,6350000
Porsche, Taycan,Taycan,2021,35902,Bilinmiyor, Otomatik, Garantisiz,5190000
Porsche, Macan,Macan,2021,85542, Benzin, Tiptronic, Garantisiz,4380000
Porsche, Macan,Macan,2021,72137, Benzin, Tiptronic, Garantisiz,4190000
Peugeot, 3008,Gt 1.6 Puretech 180hp Eat8,2021,58931, Benzin, Tiptronic, Garantisiz,1767500
Peugeot, 508,Allure 1.5 Bluehdi 130hp Eat8,2021,112016, Dizel, Tiptronic, Garantisiz,1274000
Peugeot, 308,Style Tech 1.2 Puretech 130hp Eat8 Eu6.2,2021,41639, Benzin, Tiptronic, Garantisiz,1099500
Opel, Grandland X,1.2 Benzinli At-8 130hp Elegance,2021,74865, Benzin, Tiptronic, Garantisiz,1270000
Opel, Astra,Hb 1.5 Dizel At-9 122hp Edition,2021,53584, Dizel, Tiptronic, Garantisiz,936000
Nissan, X-trail,1.3 Dig-t 158 Hp Dct Platinum 5s,2021,86060, Benzin, Tiptronic, 3 Ay DOD Garantili,1528000
Mercedes-benz, Glb,1.3 200 Progressive Dct,2021,111708, Benzin, Tiptronic, Garantisiz,2328000
Jeep, Renegade,1.0 120hp Sport Benzinli Eu6d S6,2021,35361, Benzin, Manuel, Garantisiz,955000
Honda, Cr-v,1.5 Executive+ Otomatik Benzinli,2021,45901, Benzin, Otomatik, 3 Ay DOD Garantili,1955000
Honda, Civic,1.5l Vtec Turbo Executive+ Cvt,2021,19916, Benzin,Bilinmiyor, 3 Ay DOD Garantili,1448000
Honda, Civic,1.5l Vtec Turbo Elegance Eco Cvt,2021,50935,Bilinmiyor,Bilinmiyor, DS Garantisi,1430000
Honda, Civic,1.5l Vtec Turbo Premium Eco Cvt,2021,34500,Bilinmiyor,Bilinmiyor, Garantisiz,1420000
Honda, Civic,1.5l Turbo Elegance Cvt,2021,37666, Benzin,Bilinmiyor, Garantisiz,1315000
Fiat, Egea,1.4 Fire Bz 95 Hp Easy,2021,82565, Benzin, Manuel, 3 Ay DOD Garantili,715000
Fiat, Fiorino,1.3 Mjet 95 Hp Eu6d Safeline Combi,2021,76845, Dizel, Manuel, Garantisiz,645950
Cupra, Leon,1.4 E Hybrid 245 Hp Dsg,2021,55773, Hibrit, Tiptronic, Garantisiz,1825000
Cupra, Formentor,1.5 Tsi Act 150 Hp Dsg,2021,87046, Benzin, Tiptronic, 3 Ay DOD Garantili,1758000
Citroen, Ds 7 Crossback,Puretech 225 Otomatik Rivoli,2021,41023, Benzin, Tiptronic, Garantisiz,1849990
Citroen, C5 Aircross,Shine Bold 1.5 Bluehdi 130hp S&s Eat8,2021,64808, Dizel, Tiptronic, Garantisiz,1499900
Citroen, C-elysee,Feel 1.5 Bluehdi 100hp,2021,104885, Dizel, Manuel, 3 Ay DOD Garantili,705900
Bmw, 2 Serisi,1.5 216d Grancoupe Sport Line,2021,68949, Dizel, Tiptronic, Garantisiz,1790000
Audi, A8,50 Tdi 286hp Quattro Tiptronic Lwb,2021,88174, Hibrit, Tiptronic, Garantisiz,8450000
Audi, A6,40 Tdi Quattro 204 Hp Design Stronic,2021,38183, Hibrit, Tiptronic, Garantisiz,3842000
Audi, Q5,40 Tdi 204 Hp Advanced Str Qtr Pi,2021,116232, Hibrit, Tiptronic, Garantisiz,3625000
Audi, A4,40 Tdi 204 Hp Str Advanced,2021,60000, Hibrit, Tiptronic, Garantisiz,2525000
Audi, Q3,35 Tfsi 150hp Str S Line,2021,11683, Hibrit, Tiptronic, Garantisiz,2399950
Audi, A4,40 Tdi 204 Hp Str Advanced,2021,75957, Hibrit, Tiptronic, Garantisiz,2359000
Audi, A4,40 Tdi 204 Hp Qtr Str Advanced,2021,143787, Hibrit, Tiptronic, Garantisiz,2250000
Audi, A4,40 Tdi 204 Hp Str Advanced,2021,72636, Hibrit, Tiptronic, Garantisiz,2230000
Audi, A3,Sback 35 Tfsi 150 Hp S Line Str,2021,65243, Hibrit, Tiptronic, Garantisiz,1899500
Audi, A3,Sedan 35 Tfsi 150 Hp Advanced Str,2021,60622, Hibrit, Tiptronic, Garantisiz,1849500
Audi, A3,Sedan 35 Tfsi 150 Hp Advanced Str,2021,60506, Hibrit, Tiptronic, Garantisiz,1849500
Audi, A3,Sedan 35 Tfsi 150 Hp Advanced Str,2021,52261, Hibrit, Tiptronic, Garantisiz,1839950
Audi, A3,Sedan 35 Tfsi 150 Hp Advanced Str,2021,74045, Hibrit, Tiptronic, Garantisiz,1839500
Audi, A3,Sedan 35 Tfsi 150 Hp Advanced Str,2021,82654, Hibrit, Tiptronic, Garantisiz,1829500
Audi, A3,Sedan 35 Tfsi 150 Hp Advanced Str,2021,27379, Hibrit, Tiptronic, Garantisiz,1813000
Audi, A3,Sedan 1.0 30 Tfsi 110hp Advanced Str,2021,62500, Hibrit, Tiptronic, DS Garantisi,1745900
Audi, A3,Sedan 1.0 30 Tfsi 110hp Advanced Str,2021,69424, Hibrit, Tiptronic, Garantisiz,1745000
Audi, A3,Sedan 1.0 30 Tfsi 110hp Advanced Str,2021,66407, Hibrit, Tiptronic, Garantisiz,1720000
Audi, A3,Sedan 35 Tfsi 150 Hp Advanced Str,2021,92760, Hibrit, Tiptronic, Garantisiz,1630000
Volkswagen, Passat,1.5 Tsi Act 150 Ps Elegance Dsg,2020,55000, Benzin, Tiptronic, Garantisiz,2375000
Volkswagen, Caravelle,Highline 2.0tdi 8+1 Uzun 199ps Dsg 4mot,2020,31535, Dizel, Tiptronic, Garantisiz,2275000
Volkswagen, Passat,1.5 Tsi Act 150 Ps Elegance Dsg,2020,26146, Benzin, Tiptronic, Garantisiz,2060000
Volkswagen, Passat,1.5 Tsi Act 150 Ps Elegance Dsg,2020,131825, Benzin, Tiptronic, Garantisiz,1870000
Volkswagen, Passat,1.5 Tsi Act 150 Ps Elegance Dsg,2020,91477, Benzin, Tiptronic, Garantisiz,1833000
Volkswagen, Tiguan,1.5 Tsi Act 150 Ps Elegance Dsg,2020,51386, Benzin, Tiptronic, Garantisiz,1720000
Volkswagen, Crafter,Yeni Crafter 2.0 Tdi 140 Hp Servis Lwb Man.hr. Comfortline 15+1,2020,80528, Dizel, Manuel, Garantisiz,1699900
Volkswagen, Tiguan,1.5 Tsi Act 150 Ps Elegance Dsg,2020,114462, Benzin, Tiptronic, Garantisiz,1655000
Volkswagen, Tiguan,1.5 Tsi Act 150 Ps Elegance Dsg,2020,71708, Benzin, Tiptronic, Garantisiz,1642000
Volkswagen, Tiguan,1.5 Tsi Act 150 Ps Elegance Dsg,2020,29997, Benzin, Tiptronic, Garantisiz,1590000
Volkswagen, Amarok,3.0 V6 Tdi Highline 4wd 204ps Otomatik,2020,151065, Dizel, Tiptronic, Garantisiz,1570000
Volkswagen, Passat,1.5 Tsi Act 150 Ps Business Dsg,2020,74502, Benzin, Tiptronic, Garantisiz,1569500
Volkswagen, Passat Variant,1.6 Tdi Scr 120 Ps Elegance Dsg,2020,161526, Dizel, Tiptronic, Garantisiz,1499900
Volkswagen, T-roc,1.5 Tsi Act 150 Ps Highline Dsg,2020,35343, Benzin, Tiptronic, Garantisiz,1455000
Volkswagen, Passat Variant,1.5 Tsi Act 150 Ps Business Dsg,2020,72797, Benzin, Tiptronic, Garantisiz,1450000
Volkswagen, T-roc,1.5 Tsi Act 150 Ps Highline Dsg,2020,54056, Benzin, Tiptronic, Garantisiz,1430000
Volkswagen, Passat,1.5 Tsi Act 150 Ps Business Dsg,2020,100489, Benzin, Tiptronic, 3 Ay DOD Garantili,1425000
Volkswagen, T-roc,1.5 Tsi Act 150 Ps Highline Dsg,2020,94000, Benzin, Tiptronic, Garantisiz,1374900
Volkswagen, T-roc,1.5 Tsi Act 150 Ps Highline Dsg,2020,92137, Benzin, Tiptronic, Garantisiz,1348000
Volkswagen, T-roc,1.5 Tsi Act 150 Ps Highline Dsg,2020,66885, Benzin, Tiptronic, Garantisiz,1295500
Volkswagen, Passat Variant,1.6 Tdi Scr 120 Ps Business Dsg,2020,101643, Dizel, Tiptronic, Garantisiz,1240000
Volkswagen, Polo,1.0 Tsi 95 Ps Highline Dsg,2020,42700, Benzin, Tiptronic, Garantisiz,1159750
Volkswagen, Caddy,2.0tdi 102 Ps Exclusive Dsg Kombi,2020,141618, Dizel, Tiptronic, Garantisiz,918000
Volkswagen, Polo,1.0 Tsi 95 Ps Comfortline Man,2020,113366, Benzin, Manuel, Garantisiz,819900
Toyota, Corolla,1.8 Hybrid Flame Xpack E-cvt,2020,174778, Hibrit, Otomatik, Garantisiz,1120000
Toyota, Corolla,1.6 Vision Multidrive S,2020,116282,Bilinmiyor,Bilinmiyor, Garantisiz,1009900
Suzuki, Vitara,1.4 Gl+ 4x2 Auto,2020,57510, Benzin, Tiptronic, Garantisiz,1249750
Skoda, Kodiaq,1.5 Tsi 150 Ps Act Dsg Prestige Eu6.2,2020,44657, Benzin, Tiptronic, Garantisiz,1939000
Skoda, Kodiaq,1.5 Tsi 150 Ps Act Dsg Prestige Eu6.2,2020,64712, Benzin, Tiptronic, 3 Ay DOD Garantili,1850000
Skoda, Kodiaq,1.5 Tsi 150 Ps Act Dsg Prestige Eu6.2,2020,105384, Benzin, Tiptronic, 3 Ay DOD Garantili,1825000
Skoda, Karoq,1.5 Tsi 150 Ps Act Dsg Prestige Eu6.2,2020,23500, Benzin, Tiptronic, Garantisiz,1710000
Skoda, Karoq,1.6 Tdi 115 Ps Dsg Premium,2020,65000, Dizel, Tiptronic, Garantisiz,1589500
Skoda, Superb,1.6 Tdi Scr 120 Ps Dsg Premium,2020,88820, Dizel, Tiptronic, Garantisiz,1580000
Skoda, Kodiaq,1.5 Tsi 150 Ps Act Dsg Premium Eu6.2,2020,124483, Benzin, Tiptronic, Garantisiz,1549000
Skoda, Karoq,1.6 Tdi 115 Ps Dsg Premium,2020,57478, Dizel, Tiptronic, Garantisiz,1539900
Skoda, Scala,1.6 Tdi Scr 115 Ps Dsg Premium,2020,87870, Dizel, Tiptronic, Garantisiz,1149500
Skoda, Scala,1.6 Tdi Scr 115 Ps Dsg Premium,2020,126358, Dizel, Tiptronic, Garantisiz,1019500
Seat, Ateca,1.5 Ecotsi Act 150 Hp Dsg S&s Xperience,2020,68731, Benzin, Tiptronic, Garantisiz,1445000
Seat, Ateca,1.5 Ecotsi Act 150 Hp Dsg S&s Xperience,2020,57310, Benzin, Tiptronic, Garantisiz,1390000
Seat, Leon,1.5 Ecotsi Act 150hp Dsg Ss Xcellence,2020,63643, Benzin, Tiptronic, Garantisiz,1329500
Seat, Leon,1.5 Ecotsi Act 150hp Dsg Ss Xcellence,2020,70244, Benzin, Tiptronic, Garantisiz,1210000
Seat, Leon,1.5 Ecotsi Act 150hp Dsg Ss Xcellence,2020,117337, Benzin, Tiptronic, Garantisiz,1195000
Seat, Arona,1.0 Eco Tsi 115 Hp Dsg S&s Xcellence,2020,40720, Benzin, Tiptronic, Garantisiz,1100000
Seat, Leon,1.0 Ecotsi 115hp S&s Style Visio,2020,129200, Benzin, Manuel, Garantisiz,859900
Renault, Megane,Sedan Touch 1.3 Tce 140 Bg Edc (e),2020,59039, Benzin, Tiptronic, Garantisiz,1155000
Renault, Clio,Touch 1.0 Tce X-tronic 100 Bg,2020,96500, Benzin, Otomatik, Garantisiz,895000
Renault, Clio,Joy 1.0 Tce X-tronic 100 Bg,2020,55788, Benzin, Otomatik, Garantisiz,845000
Porsche, 911,Turbo S Coupe,2020,8250, Benzin, Tiptronic, Garantisiz,23950000
Porsche, Taycan,Turbo S,2020,17760,Bilinmiyor, Otomatik, Garantisiz,7450000
Porsche, Taycan,Turbo,2020,6104,Bilinmiyor, Otomatik, Garantisiz,6850000
Porsche, Taycan,Turbo S,2020,36634,Bilinmiyor, Otomatik, DS Garantisi,6350000
Porsche, Macan,Macan,2020,79250, Benzin, Tiptronic, Garantisiz,3860000
Peugeot, 3008,Gt 1.5 Bluehdi 130hp Eat8,2020,60164, Dizel, Tiptronic, 3 Ay DOD Garantili,1715000
Peugeot, 3008,Gt-line 1.5 Bluehdi 130hp Eat8 Tam Otoma,2020,76010, Dizel, Tiptronic, Garantisiz,1650000
Peugeot, 3008,Active Life 1.5 Bluehdi 130hp Eat6 Skypk,2020,38148, Dizel, Tiptronic, Garantisiz,1440000
Peugeot, 3008,Active Prime 1.2 Puretech 130hp Eat8,2020,42571, Benzin, Tiptronic, Garantisiz,1368000
Peugeot, 3008,Allure 1.6 Puretech 180hp Eat8,2020,47639, Benzin, Tiptronic, Garantisiz,1368000
Peugeot, 308,Style 1.2 Puretech 130hp Eat8 Eu6.2,2020,64495, Benzin, Tiptronic, Garantisiz,963000
Opel, Grandland X,1.5 130 Hp At-6 Excellence,2020,46501, Dizel, Tiptronic, Garantisiz,1449500
Opel, Crossland X,1.2 130 Hp At-6 Enjoy,2020,47415, Benzin, Tiptronic, Garantisiz,999500
Opel, Astra,Sedan 1.4 140 Hp Edition Plus,2020,34800, Benzin, Manuel, Garantisiz,975000
Opel, Combo,1.5 130 Hp At-8 Ultimate,2020,83740, Dizel, Tiptronic, Garantisiz,959500
Opel, Corsa,1.2 75 Hp Mt-5 Edition Özel Seri,2020,90105, Benzin, Manuel, Garantisiz,700000
Nissan, Qashqai,1.3 Dig-t 160 Hp Dct Skypack,2020,71326, Benzin, Tiptronic, Garantisiz,1329500
Mercedes-benz, C-serisi,C 200 Amg 4m,2020,27954, Hibrit, Tiptronic, Garantisiz,2739500
Mercedes-benz, Gla,200 Amg,2020,84500, Benzin, Tiptronic, Garantisiz,2249990
Kia, Ceed,Hb 1.4l 100ps Benzin Cool Tekno,2020,51000, Benzin, Manuel, Garantisiz,860000
Jeep, Compass,1.4 170hp Awd S Limited,2020,51830, Benzin, Tiptronic, Garantisiz,1545000
Jeep, Compass,1.4 170hp Awd S Limited,2020,77331, Benzin, Tiptronic, Garantisiz,1445000
Jeep, Compass,1.3 T4 150hp Dct Fwd Limited Oto Eu6d,2020,27920, Benzin, Tiptronic, Garantisiz,1430000
Jaguar, I-pace,Ev400 Hse Auto 4wd,2020,58000,Bilinmiyor, Otomatik, Garantisiz,2450000
Hyundai, Tucson,1.6 Crdi N-line Plus Dct 4wd,2020,67576, Dizel, Tiptronic, Garantisiz,1610000
Hyundai, Tucson,1.6 Crdi Elite Dct 4wd,2020,98183, Dizel, Tiptronic, Garantisiz,1470000
Ford, Ecosport,1.0t Ecoboost 125ps Style Automatic,2020,67625, Benzin, Tiptronic, Garantisiz,965000
Ford, Tourneo Courier Journey,1.5l Tdci 100ps Journey Titanium Eu6.2,2020,48084, Dizel, Manuel, 3 Ay DOD Garantili,750000
Fiat, 500l,1.3 Mj 95hp Cross Plus Mta,2020,31495, Dizel, Tiptronic, Garantisiz,885000
Fiat, Egea,1.6 Mjet 120 Hp Easy Dct,2020,63950, Dizel, Tiptronic, Garantisiz,805000
Fiat, Egea,1.6 Mjet 120 Hp Easy Dct,2020,114184, Dizel, Tiptronic, Garantisiz,752000
Fiat, Egea,1.6 Mjet 120 Hp Easy Dct,2020,106964, Dizel, Tiptronic, Garantisiz,720000
Fiat, Egea,1.3 Mjet 95 Hp Easy,2020,180385, Dizel, Manuel, Garantisiz,615000
Fiat, Egea,1.3 Mjet 95 Hp Easy,2020,192436, Dizel, Manuel, Garantisiz,615000
Fiat, Egea,1.4 Fire 95 Hp Easy,2020,74597, Benzin, Manuel, Garantisiz,603000
Fiat, Egea,1.3 Mjet 95 Hp Easy,2020,187279, Dizel, Manuel, Garantisiz,595000
Fiat, Egea,1.3 Mjet 95 Hp Easy,2020,180910, Dizel, Manuel, Garantisiz,595000
Fiat, Egea,1.3 Mjet 95 Hp Easy,2020,240150, Dizel, Manuel, Garantisiz,525000
Dacia, Duster,Comfort 1.0 Tce 100 Bg 4x2,2020,95080, Benzin, Manuel, 3 Ay DOD Garantili,785000
Citroen, C5 Aircross,Shine 1.5 Bluehdi 130hp S&s Eat8 Eu6.2,2020,55779, Dizel, Tiptronic, Garantisiz,1392000
Bmw, 2 Serisi,1.5 218i Grancoupe First Ed.sport Line,2020,57128, Benzin, Tiptronic, Garantisiz,1679750
Audi, A7,40 Tdi 204hp Quattro Stronic Sback,2020,25778, Hibrit, Tiptronic, Garantisiz,5150000
Audi, A7,40 Tdi 204hp Quattro Stronic Sback,2020,96112, Hibrit, Tiptronic, Garantisiz,4899900
Audi, A6,45 Tfsi Quattro 265 Hp Sport Str,2020,76909, Hibrit, Tiptronic, Garantisiz,3625000
Audi, A6,40 Tdi Quattro 204 Hp Design Stronic,2020,61812, Hibrit, Tiptronic, Garantisiz,3240000
Audi, Q5,40 Tdi Quattro 190 Hp Stronic Design,2020,90100, Dizel, Tiptronic, Garantisiz,3120000
Audi, A4,40 Tdi 190 Hp Str Advanced,2020,83341, Dizel, Otomatik, Garantisiz,2345000
Audi, A4,45 Tfsi 265 Hp Qtr Str S Line,2020,103653, Hibrit, Tiptronic, Garantisiz,2308000
Audi, A4,40 Tdi 190 Hp Qtr Str Advanced,2020,91789, Dizel, Otomatik, Garantisiz,2259000
Audi, Q2,30 Tdi 116 Hp Stronic Design,2020,50500, Dizel, Tiptronic, Garantisiz,1775000
Audi, Q2,30 Tdi 116 Hp Stronic Design,2020,49500, Dizel, Tiptronic, Garantisiz,1775000
Audi, Q2,30 Tdi 116 Hp Stronic Design,2020,27072, Dizel, Tiptronic, Garantisiz,1700000
Audi, Q2,35 Tfsi 150 Hp Cod Stronic Sport,2020,47095, Benzin, Tiptronic, Garantisiz,1645000
Audi, Q2,35 Tfsi 150 Hp Cod Stronic Sport,2020,91279, Benzin, Tiptronic, Garantisiz,1597500
Audi, A3,Sedan 35 Tfsi 150 Hp Dynamic Str Pi,2020,63000, Benzin, Tiptronic, Garantisiz,1499750
Audi, A3,Sedan 35 Tfsi 150 Hp Dynamic Str Pi,2020,46690, Benzin, Tiptronic, Garantisiz,1490000
Audi, A3,Sedan 35 Tfsi 150 Hp Dynamic Str Pi,2020,83100, Benzin, Tiptronic, Garantisiz,1449950
Audi, A3,Sedan 35 Tfsi 150 Hp Dynamic Str Pi,2020,70226, Benzin, Tiptronic, Garantisiz,1449750
Audi, A3,Sback 35 Tfsi 150 Hp Cod Dynamic Str Pi,2020,89710, Benzin, Tiptronic, Garantisiz,1447500
Audi, A3,Sedan 35 Tfsi 150 Hp Dynamic Str Pi,2020,96278, Benzin, Tiptronic, 3 Ay DOD Garantili,1438000
Volkswagen, Amarok,Aventura 3.0 V6 Tdi 4wd 258ps Otomatik,2019,124269, Dizel, Tiptronic, Garantisiz,1652000
Volkswagen, Tiguan,1.5 Tsi Act 150 Ps Highline Dsg,2019,58136, Benzin, Otomatik, Garantisiz,1540000
Volkswagen, Caravelle,Comfortline Bmt 2.0tdi 8+1 Uzun 150ps Dsg,2019,74717, Dizel, Otomatik, 3 Ay DOD Garantili,1500000
Volkswagen, T-roc,1.5 Tsi Act 150 Ps Highline Dsg,2019,65772, Benzin, Otomatik, Garantisiz,1395000
Volkswagen, Passat,1.6 Tdi 120 Ps Impression Dsg,2019,111560, Dizel, Otomatik, 3 Ay DOD Garantili,1385000
Volkswagen, Tiguan,1.5 Tsi Act 150 Ps Comfortline Dsg,2019,80201, Benzin, Otomatik, Garantisiz,1343000
Volkswagen, Golf,1.0 Tsi 115 Ps Comfortline Dsg,2019,34640, Benzin, Otomatik, Garantisiz,1265000
Volkswagen, Tiguan,1.5 Tsi Act 150 Ps Comfortline Dsg,2019,225100, Benzin, Otomatik, Garantisiz,1225000
Volkswagen, Transporter,2.0 Tdi 150 Ps Window Van Lwb 5+1 Euro6,2019,139320, Dizel, Manuel, Garantisiz,1220000
Volkswagen, Transporter,City Van 2.0 Tdi 114 Ps Uzun 5+1 Euro6,2019,141785, Dizel, Manuel, Garantisiz,1050000
Volkswagen, Transporter,Camli Van 2.0 Tdi 114 Ps Uzun 4+1 Euro6,2019,82780, Dizel, Manuel, Garantisiz,1044000
Volkswagen, Golf,1.5 Tsi Act 150 Ps Comfortline Dsg,2019,99670, Benzin, Otomatik, Garantisiz,1010000
Volkswagen, Caddy,2.0tdi Scr Bmt 102 Comfortline Kombi Dsg,2019,89887, Dizel, Otomatik, Garantisiz,856900
Volkswagen, Caddy,2.0 Tdi Scr Bmt 102 Ps Comfortline Kombi,2019,100259, Dizel, Manuel, Garantisiz,848000
Toyota, Corolla,1.6 Flame Xpack M/t,2019,108334,Bilinmiyor, Manuel, 3 Ay DOD Garantili,1165000
Toyota, Corolla,1.6 Flame Xpack Multidrive S,2019,33469, Benzin,Bilinmiyor, Garantisiz,1159000
Toyota, Corolla,1.6 Dream Multidrive S,2019,54754, Benzin,Bilinmiyor, Garantisiz,1129500
Toyota, Corolla,1.6 Dream M/t,2019,99811,Bilinmiyor, Manuel, 3 Ay DOD Garantili,1097000
Toyota, Corolla,1.6 Vision Multidrive S,2019,97500, Benzin,Bilinmiyor, Garantisiz,845000
Skoda, Octavia,Style 1.6 Tdi Cr 115 Ps Dsg Grntc Eu6.2,2019,118654, Dizel, Otomatik, Garantisiz,1019000
Skoda, Fabia,1.0 Tsi 110 Ps Dsg Style Eu6.2,2019,89130, Benzin, Otomatik, Garantisiz,810000
Skoda, Octavia,Optimal 1.6 Tdi Cr 115 Psdsg Grntc Eu6.2,2019,342189, Dizel, Otomatik, Garantisiz,780000
Skoda, Octavia,Optimal 1.6 Tdi Cr 115 Psdsg Grntc Eu6.2,2019,318370, Dizel, Otomatik, Garantisiz,780000
Skoda, Octavia,Optimal 1.6 Tdi Cr 115 Psdsg Grntc Eu6.2,2019,342189, Dizel, Otomatik, Garantisiz,780000
Skoda, Octavia,Optimal 1.6 Tdi Cr 115 Psdsg Grntc Eu6.2,2019,352774, Dizel, Otomatik, Garantisiz,770000
Skoda, Octavia,Optimal 1.6 Tdi Cr 115 Psdsg Grntc Eu6.2,2019,337000, Dizel, Otomatik, Garantisiz,760000
Seat, Ateca,1.6 Tdi 115 Hp Xcellence Dsg,2019,67450, Dizel, Otomatik, Garantisiz,1460000
Seat, Leon,1.5 Eco Tsi Act 150 Hp Dsg S&s Fr,2019,32712, Benzin, Otomatik, Garantisiz,1359750
Seat, Ateca,1.6 Tdi 115 Hp Xcellence Dsg,2019,103900, Dizel, Otomatik, Garantisiz,1275000
Renault, Megane,Sedan Touch 1.6 16v 115 Bg,2019,50716, Benzin, Manuel, Garantisiz,863000
Porsche, Panamera,4,2019,133915, Benzin, Otomatik, Garantisiz,9750000
Peugeot, 3008,Active 1.5 Bluehdi 130hp Eat8 Skypkeu6.2,2019,65805, Dizel, Tiptronic, Garantisiz,1400000
Nissan, Qashqai,1.5 Dci 115 Hp Dct Skypack,2019,135035, Dizel, Otomatik, Garantisiz,1310000
Mini, Countryman,1.5 Cooper Salt,2019,59119, Benzin, Tiptronic, Garantisiz,1216000
Kia, Sportage,Elegance 1.6l Dsl Dct 2019 Av 4x4,2019,86176, Dizel, Otomatik, Garantisiz,1314000
Honda, Civic,1.6 Executive Eco Cvt Benzin/lpg,2019,81841,Bilinmiyor, Otomatik, Garantisiz,1257500
Fiat, Egea,1.6 Mjet 120 Hp Easy Dct,2019,88516, Dizel, Otomatik, 3 Ay DOD Garantili,827500
Fiat, Egea,1.6 Mjet 120 Hp Easy Dct,2019,81277, Dizel, Otomatik, 3 Ay DOD Garantili,815000
Fiat, Egea,1.6 Mjet 120 Hp Easy Dct,2019,82235, Dizel, Otomatik, 3 Ay DOD Garantili,815000
Citroen, C-elysee,Feel 1.5 Bluehdi 100hp Eu6.2,2019,162000, Dizel, Manuel, Garantisiz,600000
Audi, Q2,35 Tfsi 150 Hp Cod Stronic Design,2019,68395, Benzin, Otomatik, Garantisiz,1490000
Audi, Q2,30 Tdi 116 Hp Stronic Design,2019,117800, Dizel, Otomatik, Garantisiz,1372000
Audi, A3,Sportback 30 Tfsi 116 Hp Dynamic Stranic Pi,2019,48954, Benzin, Otomatik, Garantisiz,1333000
Volvo, V40,T3 152 Hp Inscription Geartronic,2018,87083, Benzin, Tiptronic, 3 Ay DOD Garantili,1265000
Volvo, V40,T3 152 Hp Inscription Geartronic Elite,2018,74580, Benzin, Tiptronic, Garantisiz,1250000
Volvo, V40,T3 152 Hp Inscription Geartronic,2018,71871, Benzin, Tiptronic, Garantisiz,1250000
Volkswagen, Passat,1.6 Tdi Bmt 120 Ps Highline Dsg,2018,97035, Dizel, Otomatik, Garantisiz,1725000
Volkswagen, Passat,1.4 Tsi Bmt 125 Ps Comfortline Man,2018,59705, Benzin, Manuel, Garantisiz,1429750
Volkswagen, Golf,1.4 Tsi Bmt 125 Ps Highline Dsg,2018,76811, Benzin, Otomatik, Garantisiz,1369500
Volkswagen, Passat,1.4 Tsi Bmt 125 Ps Trendline Dsg,2018,50398, Benzin, Otomatik, 3 Ay DOD Garantili,1335000
Volkswagen, Passat,1.4 Tsi Bmt 125 Ps Trendline Man,2018,47485, Benzin, Manuel, Garantisiz,1215000
Volkswagen, Passat,1.4 Tsi Bmt 125 Ps Comfortline Man,2018,154956, Benzin, Manuel, 3 Ay DOD Garantili,1180000
Volkswagen, Golf,1.6 Tdi Bmt 115 Ps Comfortline Dsg,2018,99550, Dizel, Otomatik, Garantisiz,1149900
Volkswagen, Caravelle,Highline 2.0tdi 8+1 Uzun 204ps Dsg,2018,252281, Dizel, Otomatik, Garantisiz,1095000
Volkswagen, Polo,1.0 Tsi 95 Ps Comfortline Dsg,2018,96531, Benzin, Otomatik, Garantisiz,925000
Volkswagen, Polo,1.6 Tdi Scr 80 Ps Trendline Man,2018,126912, Dizel, Manuel, Garantisiz,839500
Volkswagen, Caddy,2.0 Tdi Scr Bmt 102 Ps Comfortline Kombi,2018,195157, Dizel, Manuel, Garantisiz,776000
Toyota, Corolla,1.4 D-4d Touch M/m,2018,105926, Dizel, Otomatik, Garantisiz,946000
Skoda, Kodiaq,1.4 Tsi 150hp Prestige 4wd Dsg,2018,81045, Benzin, Otomatik, Garantisiz,1690000
Skoda, Kodiaq,2.0 Tdi 190ps 4x4 Dsg Greentec Prestige,2018,219837, Dizel, Otomatik, Garantisiz,1620000
Skoda, Karoq,1.6 Tdi 115 Ps Dsg Style,2018,42460, Dizel, Otomatik, Garantisiz,1595000
Skoda, Kodiaq,1.4 Tsi 150hp Dsg Act Prestige,2018,200300, Benzin, Otomatik, Garantisiz,1425000
Skoda, Karoq,1.0 Tsi 115 Ps Dsg Style,2018,62100, Benzin, Otomatik, Garantisiz,1317500
Skoda, Karoq,1.6 Tdi 115 Ps Dsg Style,2018,152110, Dizel, Otomatik, Garantisiz,1268000
Skoda, Octavia,Sport 1.4 Tsi 150 Hp Eu6 Dsg,2018,78646, Benzin, Otomatik, 3 Ay DOD Garantili,995000
